99,526,20,987654223,518,987654180
100,746,14,987654222,517,987654259
101,27,383,987654221,517,987654184
102,508,20,987654220,516,987654263
103,527,20,987654219,516,987654188
104,747,14,987654218,515,987654267
105,28,368,987654217,515,987654192
106,509,20,987654216,514,987654271
107,528,19,987654215,514,987654196
108,748,14,987654214,513,987654275
109,29,354,987654213,513,987654200
110,510,20,987654212,512,987654279
111,529,19,987654211,512,987654204
112,749,14,987654210,511,987654283
113,30,341,987654209,511,987654208
114,511,20,987654208,510,987654287
115,530,19,987654207,510,987654212
116,750,14,987654206,509,987654291
117,31,328,987654205,509,987654216
118,512,20,987654204,508,987654295
119,531,19,987654203,508,987654220
120,751,14,987654202,507,987654299
121,32,317,987654201,507,987654224
122,513,20,987654200,506,987654303
123,532,19,987654199,506,987654228
124,752,13,987654198,505,987654307
125,33,306,987654197,505,987654232
126,514,20,987654196,504,987654311
127,533,19,987654195,504,987654236
128,753,13,987654194,503,987654315
129,34,296,987654193,503,987654240
130,515,19,987654192,502,987654319
131,534,19,987654191,502,987654244
132,754,13,987654190,501,987654248
133,35,286,987654189,500,987654252
134,516,19,987654188,499,987654256
135,535,19,987654187,498,987654260
136,755,13,987654186,497,987654264
137,36,276,987654185,496,987654268
138,517,19,987654184,495,987654272
139,536,18,987654183,494,987654276
140,756,13,987654182,493,987654280
141,37,266,987654181,492,987654284
142,518,19,987654180,491,987654288
143,537,18,987654179,490,987654292
144,757,13,987654178,489,987654296
145,38,257,987654177,488,987654300
146,519,19,987654176,487,987654304
147,538,18,987654175,486,987654308
148,758,13,987654174,485,987654312
149,39,248,987654173,484,987654316
150,520,19,987654172,483,987654320
151,539,2,987654171,51,987654125
152,759,1,987654170,50,987654129
153,40,25,987654169,49,987654133
154,521,2,987654168,48,987654137
155,540,2,987654167,47,987654141
156,760,1,987654166,46,987654145
157,41,22,987654165,45,987654149
158,522,2,987654164,44,987654153
159,541,2,987654163,43,987654157
160,761,1,987654162,42,987654161
161,42,20,987654161,41,987654165
162,523,2,987654160,40,987654169
163,542,1,987654159,39,987654173
164,762,1,987654158,38,987654177
165,43,17,987654157,37,987654181
166,524,1,987654156,36,987654185
167,543,1,987654155,35,987654189
168,763,1,987654154,34,987654193
169,44,15,987654153,33,987654197
170,525,1,987654152,32,987654201
171,544,1,987654151,31,987654205
172,764,1,987654150,30,987654209
173,45,13,987654149,29,987654213
174,526,1,987654148,28,987654217
175,545,1,987654147,27,987654221
176,765,1,987654146,26,987654225
177,46,11,987654145,25,987654229
178,527,1,987654144,24,987654233
179,546,1,987654143,23,987654237
180,766,1,987654142,22,987654241
181,47,9,987654141,21,987654245
182,528,1,987654140,20,987654249
183,547,1,987654139,19,987654253
184,767,0,987654138,18,987654257
185,48,7,987654137,17,987654261
186,529,1,987654136,16,987654265
187,548,1,987654135,15,987654269
188,768,0,987654134,14,987654273
189,49,5,987654133,13,987654277
190,530,0,987654132,12,987654281
191,549,0,987654131,11,987654285
192,769,0,987654130,10,987654289
193,50,4,987654129,9,987654293
194,531,0,987654128,8,987654297
195,550,0,987654127,7,987654301
196,770,0,987654126,6,987654305
197,51,2,987654125,5,987654309
198,532,0,987654124,4,987654313
199,551,0,987654123,3,987654317
200,771,0,987654122,2,987654321
